ints_id,title,company,location,link,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com,talk2nishantn@gmail.com,N@gmail.com,dubeyrahul@gmail.com
10703,Email Marketing and Data Research,Classic Informatics Pvt Ltd,10,,3.0,,,,,,,,,,5.0,,,,,
10704,Business Development,Reaon Consulting And Technology Private Limited,10,,,,,,,,2.0,,,5.0,,,,,,
10705,Business Development,MIDAS Safety Pvt Ltd,3,,5.0,,,,,,,1.0,1.0,,,,,,,
10706,Marketing Executive,Mubaraqho.com,10,,,,3.0,5.0,,5.0,,,,,,,,,,
10707,Social Media Marketing,releaseMyAd,10,,,,,2.0,,,,4.0,,,,,,,,
10708,Social Media Strategist,Algorithm Digital,3,,,3.0,,2.0,,4.0,,2.0,1.0,,5.0,,,,,
10709,Trainee Business Development Executive,Telluric Technology,1,,,,,,,,,,,,,,,,,
10710,Full time,RT CHOCOS,1,,,,2.0,,,,,,,,2.0,,,,,
10711,Customer service - Voice process,BANKZONE,8,,,3.0,,,,3.0,2.0,,5.0,,,3.0,,,,
10712,Social Media Expert- Lead Generation,Simplifytrips.com,1,,,,,,4.0,,4.0,1.0,2.0,,,,,,,
10713,Business Development,TruFace Social Networking Pvt. Ltd.,15,,,3.0,,3.0,,2.0,,,,,,,,,,
10714,Business Development,Augray Pvt Ltd,5,,,,,,,,2.0,,,,5.0,,,,,
10715,Business Development,ATMAS Softwares,5,,,5.0,,2.0,,2.0,4.0,,5.0,,,2.0,,,,
10716,Digital Marketing Executives,Thinkpond Services Private Limited,7,,,,,3.0,1.0,,3.0,1.0,,,,,,,,
10717,Graphic designer,simply purify technologies,2,,,,5.0,,2.0,,,,,,,4.0,,,,
10718,Digital Marketing intenship,Elysium net Solution,10,,1.0,,,,4.0,,,,,,,2.0,,,,
10719,Marketing,Fame Technologies,2,,,,5.0,,,1.0,4.0,,,1.0,,,,,,
10720,Business Development,XLPro Training Solutions Pvt.Ltd,2,,,,,,,,,,,1.0,,,,,,
10721,Business Development,osahub,2,,,,,,,,1.0,3.0,2.0,,,1.0,,,,
10722,Business Development,Academia Study Center Kolkata,2,,,,,,,,3.0,2.0,,5.0,,,,,,
10723,Graphic design,Aflatoon Digital Media *,2,,,,5.0,1.0,5.0,,,,5.0,,,,,,,
10724,Content Writer,Aflatoon Digital Media *,2,,,,1.0,,,,,1.0,,,,,,,,
10725,Business Development,Aflatoon Digital Media *,2,,,,,,,,,,,,,5.0,,,,
10726,Business Development,Metarain Software solutions Pvt Ltd,6,,,,,,,,,4.0,,,,,,,,
10727,Operations Associate,The Smart Tree,5,,,,5.0,,,,4.0,,4.0,1.0,,2.0,,,,
10728,Business Development,PharmEasy,20,,3.0,2.0,4.0,,,,,,,3.0,,,,,,
10729,Business Development,HACK PLANET TECHNOLOGIES PVT LTD,30,,,,,,,,,4.0,4.0,,,,,,,
10730,Business Development,CoalShastra.com,10,,,,,,,,,,,5.0,,4.0,,,,
10731,Business Development,TheRightdoctors.com,3,,,,,,,,4.0,,,2.0,,,,,,
10732,Business Development,Selltm,20,,,1.0,,3.0,,3.0,,4.0,,,,,,,,
10733,Management Trainee,Secugenius,3,,,,,,,,,,,,,,,,,
10734,Digital Marketing & Content Writing,Nurturing Green Plantation Pvt. Ltd.,2,,,3.0,5.0,,4.0,2.0,,,,5.0,,4.0,,,,
10735,Business Development,Shopholix Marketing Services Pvt. Ltd,4,,,5.0,,3.0,,,2.0,,,,2.0,,,,,
10736,Email Marketing,RoofandFloor,1,,,,5.0,,,,5.0,,,,,5.0,,,,
10737,Business Development,iTeach Fellowship,8,,1.0,,,,,,,,,,,,,,,
10738,Business Development,Uptownie 101,2,,,1.0,,2.0,1.0,,,,,,,,,,,
10739,Business Development,osk consultant,10,,,,4.0,,,,,,4.0,,,,,,,
10740,Business Development,Techwash,4,,,3.0,,,2.0,,,,,,,1.0,,,,
10741,Business Development,Dukantastic Retail Apps Pvt Ltd,4,,,,,3.0,4.0,,,,,5.0,,,,,,
10742,Social Media Marketing,Frijoles Overseas- Company Profile: http://www.frijolesindia.com,3,,2.0,,5.0,,,,,1.0,3.0,,,4.0,,,,
10743,Business Development,NJ INDIA INVEST,30,,,,,,4.0,,2.0,5.0,,,,2.0,,,,
10744,Business Development Analyst,Chaiking,2,,,,3.0,,,,,,,,,,,,,
10745,Marketing Training,LiveHealth,3,,,2.0,,4.0,,,,1.0,,,,3.0,,,,
10746,Social Media Marketing,Samatma Manufacturers and Traders,2,,,,1.0,,,5.0,,,,,,,,,,
10747,Business Development,Pinnacle Generators,10,,,5.0,,1.0,2.0,,,1.0,,5.0,,,,,,
10748,Social Media Executive,AyurConnect,1,,3.0,,1.0,,,,,,2.0,,,5.0,,,,
10749,Business Development,Ezq (KiwistaLabs),100,,,,,,3.0,,,5.0,3.0,,,,,,,
10750,Business Development,12th Cross,1,,,4.0,,,1.0,,,,2.0,4.0,5.0,2.0,,,,
10751,Marketing,The Smart Tree,10,,,,4.0,,1.0,,,,,,,,,,,
10752,Business Development,Jump Electronics & Telecom Innovations Pvt. Ltd.,3,,,,,,,,,1.0,,,,2.0,,,,
10753,Campus Ambassador,Paisawapas.com,15,,,,,2.0,,,1.0,,,3.0,1.0,,,,,
10754,Telecaller,BuffyFish,1,,,,,,,4.0,,,1.0,,,4.0,,,,
10755,Travel blog content writer,TYE MEDIA COMPANY,4,,,,,,,3.0,3.0,2.0,,,,,,,,
10756,Business Development,Virtual Snipers,10,,,,1.0,1.0,5.0,3.0,,,,,,,,,,
10757,Merchandiser,Tracon Export Services Pvt Ltd,1,,4.0,,1.0,,,,4.0,,,1.0,,,,,,
10758,Social Media Marketing - Bangalore,BuyForexOnline India Pvt Ltd,2,,,5.0,1.0,1.0,,,,,4.0,,2.0,,,,,
10759,Content writer,Market Data Forecast,5,,2.0,,,5.0,,,,,,,4.0,,,,,
10760,Business Development and Content Writing,PH Brio Online and Retail Services,5,,,4.0,,,,,5.0,,1.0,2.0,,,,,,
10761,Trainee,Rejuven8 Clinic & Healthcare Pvt Ltd,2,,,,,,,,,,,,,,,,,
10762,Intenship - SEO SMO,Compare Munafa Online PVt. LTd,2,,,,,,,,,,,,5.0,,,,,
10763,Business Development,Compare Munafa Online PVt. LTd,2,,,,3.0,,1.0,,,,,5.0,3.0,,,,,
10764,Business Development,Compare Munafa Online PVt. LTd,2,,,,,,,4.0,,2.0,,,,2.0,,,,
10765,Search Engine Marketing Executive,Nawneet Pandey,2,,,,,,,,,,,,,,,,,
10766,Social Media Marketing,360 Digital Marketing,5,,5.0,,2.0,,5.0,,,,2.0,1.0,,1.0,,,,
10767,Content Writing,360 Digital Marketing,5,,,2.0,,,,,3.0,,,1.0,,,,,,
10768,Search Engine Optimization,DigiDarts,2,,,4.0,4.0,,,,,,,,,3.0,,,,
10769,Content Writing,DigiDarts,2,,,4.0,4.0,,,2.0,,,,5.0,,,,,,
10770,Business Development,Merxius,3,,2.0,,,,,,1.0,,,,4.0,,,,,
10771,Digital marketing,doodleblue Innovations,10,,,,,,,,3.0,,,3.0,5.0,,,,,
10772,social media management/social media marketer,The Insider Tales,5,,4.0,,,,,,,,,5.0,2.0,,,,,
10773,Marketing and Research,Galaxy Travels,2,,,,1.0,,,,,,,,1.0,,,,,
10774,Digital Marketing Trainee,Attrock,2,,,4.0,,,,,2.0,,,3.0,,,,,,
10775,Business Development,GEECON LEARNINGS,10,,5.0,,4.0,5.0,,,1.0,1.0,1.0,,,,,,,
10776,Digital Marketing,ironrock365.com,10,,,,2.0,,,4.0,,,,,,4.0,,,,
10777,Digital Marketing,Zena,1,,,,,,,,,,,,,2.0,,,,
10778,Business Development,Intraview,3,,,,,,,,,,,4.0,,,,,,
10779,Market Research Champion,AbleStac,1,,,,3.0,,,2.0,,,1.0,,,,,,,
10780,Business Development,3324611563,8,,3.0,,,1.0,,,,3.0,2.0,,,,,,,
10781,Business Development,Zee Media Corporation Limited,5,,,,,,,,,5.0,,,,2.0,,,,
10782,DM Hub,DM Hub,5,,4.0,,,,,,1.0,,,,,,,,,
10783,Tele Calling Executive,Selfstudy,6,,,,,,2.0,5.0,,,,,,,,,,
10784,Business Development,Referrer,2,,1.0,,,,,,,,2.0,,,,,,,
10785,Business Development,Newyork Food Kart,2,,1.0,,,,,4.0,,,,,,,,,,
10786,Business Development,SharePal,2,,1.0,,4.0,,1.0,,,,,,,1.0,,,,
10787,Digital Marketeer,MAALGADEE,50,,,,1.0,,4.0,5.0,,,4.0,,,,,,,
10788,Marketing,Nestor Marketing,2,,,,,,1.0,,1.0,,,,4.0,,,,,
10789,Graphic Design,Nestor Marketing,2,,5.0,,,,,,,,,,,,,,,
10790,Business Development,Urjaswa Solutions Private Limited,2,,,,,,,,,,5.0,5.0,,2.0,,,,
10791,Work from home,Khelo.club,5,,,,,,3.0,,,5.0,,,,1.0,,,,
10792,Business Development,Peace Always Research Institute,5,,,,,,,,,,,,2.0,,,,,
10793,Training Business Development,Masarguppi Softech Priavte Limited,3,,,1.0,,,,,1.0,,,,4.0,4.0,,,,
10794,Social Media Brand Influences,Wk Enterprises,800,,5.0,2.0,,,3.0,,,,,,,,,,,
10795,Business Development,Institute of Digital Marketing,5,,2.0,,,,,1.0,,,,,,2.0,,,,
10796,Need Advertising and Branding Executive candidates.,Institute of Digital Marketing,5,,,,,4.0,,4.0,,,4.0,4.0,2.0,,,,,
10797,"Need candidates for Public Relationship (PR) profile,",Institute of Digital Marketing,5,,,,,,,5.0,,,,,,,,,,
10798,"Need Social Media executive,Youtube Media Executive.",Institute of Digital Marketing,10,,,,1.0,,2.0,,,4.0,,,,1.0,,,,
10799,Need a Wordpress Developer,Institute of Digital Marketing,5,,,,,,,,,3.0,1.0,,1.0,,,,,
10800,Digital Marketing,Voyages Booth,5,,,,,,2.0,,,3.0,,,,1.0,,,,
10801,Digital Marketing,CashKaro.com,20,,2.0,,,,3.0,3.0,,3.0,,,2.0,,,,,
10802,Business Development,Friction Innovative Education,2,,,,,,,,,,,3.0,,,,,,
10803,Business Development,Eat My News,20,,,,,,,,3.0,,,,,,,,,
10804,Business Development,ihomezautomation,2,,2.0,,,,,5.0,,,,,,,,,,
10805,Digital Marketing,aionios creations,8,,,2.0,,5.0,,,,3.0,,,2.0,,,,,
10806,Business Development,Zeroinfy Learning Services Pvt Ltd,5,,,,,,,,3.0,,,,,,,,,
10807,Content writing,Enterprise Monkey,2,,3.0,,,,,,,,,,,,,,,
10808,Business Development,Aionios Creations,8,,,5.0,,,,,,,,,2.0,3.0,,,,
10809,Business Development,YUJ IT Solutions LLP,0,,4.0,5.0,,4.0,,4.0,,2.0,4.0,,,,,,,
10810,Business Development,aionios creations,5,,,,,5.0,,3.0,,,5.0,,,,,,,
10811,Business Development,Retasaan Management Solutions Pvt Ltd,1,,5.0,,5.0,5.0,,,,,,,,,,,,
10812,Business Development Associate,Waycup Advertising,10,,,,,5.0,,,,,,,1.0,,,,,
10813,Business Development,tiktik,2,,,,,,,,,4.0,,,,,,,,
10814,Business Development,Rewind Technology,1,,,4.0,,4.0,,4.0,,,2.0,,,1.0,,,,
10815,Business Development,AK Sellers And Dealers,10,,,,,4.0,,1.0,,1.0,,4.0,,5.0,,,,
10816,SOCIAL MEDIA MARKETING,Auspicious Beginning Pvt Ltd,3,,,,,,,,,,,,1.0,,,,,
10817,Business Development,Brandbaron Marketing Pvt Ltd,2,,,,,,,,,3.0,,,,1.0,,,,
10818,Digital Marketing,Stamp That Passport,3,,3.0,,,5.0,,4.0,,,,,,,,,,
10819,Business Development,releaseMyAd,10,,,,,,,5.0,,,,4.0,5.0,,,,,
10820,Business Development,MusterMart,25,,,,,,,,,1.0,,,,,,,,
10821,Business Development,Pitechnologies Pvt.Ltd,3,,5.0,,4.0,,,,3.0,,,,,,,,,
10822,Digital Media Marketing,VC ERP Cosnulting Pvt. Ltd.,2,,,,,,,1.0,,,,,,,,,,
10823,Web Developer,Celebrity Edition,2,,,4.0,,2.0,,,,,4.0,1.0,4.0,,,,,
10824,Business Development,Celebrity Edition,2,,,,,,,,,,,,,,,,,
10825,Logo Designer,adskize,2,,2.0,,,,,,,,,,2.0,,,,,
10826,content writer,EyogGuroo,2,,,5.0,,,,2.0,,,,,2.0,,,,,
10827,Business Development,Skoolfi,3,,,,,,4.0,,1.0,1.0,2.0,,,,,,,
10828,"Looking for Marketing Partners, Associates and Growth Partners",Aionios Creations,20,,3.0,,,2.0,,,,,,,,,,,,
10829,marketing,taare sitare,2,,5.0,,,,5.0,4.0,,,,,,3.0,,,,
10830,web developing,taare sitare,2,,,1.0,,,,5.0,,,,,,4.0,,,,
10831,Search Engine Optimization,taare sitare,2,,2.0,,,1.0,,,,,,,,,,,,
10832,social media marketing,taare sitare,2,,,1.0,2.0,,,,5.0,,,,,,,,,
10833,Business Development,STITCHME,2,,2.0,,3.0,,,,,,2.0,,,,,,,
10834,Content Writer,JOVI International,2,,2.0,,,,,,,5.0,,,,4.0,,,,
10835,Marketing Executive,Riel Technologies,10,,,3.0,,4.0,,,,,,,1.0,3.0,,,,
10836,Business Development,NPM Technologies,5,,1.0,,4.0,,,,5.0,,5.0,,,,,,,
10837,Business Analyst,Aaum Research and Analytics Pvt. Ltd.,4,,,5.0,,,,,,,,2.0,,,,,,
10838,Business Development,Boond Engineering AND Development Pvt Ltd,3,,,4.0,4.0,3.0,,,,4.0,,,4.0,2.0,,,,
10839,Markeitng,Puja Spices,20,,,,,,,,,,5.0,5.0,1.0,2.0,,,,
10840,Marketing,Puja Spices,20,,,,5.0,,4.0,1.0,,,,,,,,,,
10841,Business Development,King-o-Fest Pvt.Ltd,10,,,,3.0,,,,,,,,,,,,,
10842,Associate Accounts Manager,The Smart Tree,5,,,5.0,4.0,,5.0,5.0,,5.0,,,,,,,,
10843,Campus Ambassador,Outsmart Marketers,5,,,4.0,3.0,,,1.0,,1.0,,,,,,,,
10844,Digital Marketing Executive,Netree E-Services Pvt. Ltd.,7,,,,,,,,,,,,,,,,,
10845,Marketing,Puja Spices,20,,1.0,,,,1.0,,2.0,,4.0,,,,,,,
10846,Social Media Marketing,Greenroom,2,,1.0,,,3.0,,,2.0,,,,4.0,,,,,
10847,Business Development,mindmyweb,2,,,,,,1.0,,,,,,,5.0,,,,
10848,Marketing Orento Technologies Pvt. Ltd.,Orento Technologies Pvt Ltd,5,,,1.0,,,,,2.0,,3.0,,,,,,,
10849,Marketing and Business Development,Swabhav Techlabs Solutions Pvt Ltd,2,,3.0,,,,,,5.0,1.0,,,1.0,5.0,,,,
10850,Winds Business Solutions Pvt Ltd,Winds Business Solutions Pvt Ltd,2,,,,,,,,,,,,,3.0,,,,
10851,SEO  AND DIGITAL MARKETING,Ashish Export,2,,5.0,,,,,,,2.0,5.0,,,,,,,
10852,Business Development,Cuemath,50,,,,2.0,,2.0,,4.0,,2.0,4.0,,,,,,
10853,Brand Activation: Nestaway,The Smart Tree,5,,,,,,1.0,,,,,,,,,,,
10854,Business Development,Methods and markets,3,,,,,4.0,,,,,1.0,,1.0,,,,,
10855,Business Development,MHETCLUB,5,,2.0,,3.0,1.0,3.0,,,,,3.0,,,,,,
10856,Business Development,LimitlessCircle,5,,,,,,4.0,,,,3.0,,,3.0,,,,
10857,Digital Marketing Executive,Technolabs,3,,,,,,5.0,,4.0,5.0,,,,,,,,
10858,Business Development,DataGiri,3,,,,,,,,,,,,5.0,,,,,
10859,Marketing,InstaLively Livestreaming Pvt. Ltd.,50,,,,,,,1.0,,1.0,2.0,3.0,1.0,,,,,
10860,Startup Manager,ICCE,30,,2.0,5.0,,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,,,,,
10861,Fashion Brand Marketing,Deyor Camps,2,,,,,1.0,,,,,2.0,4.0,,,,,,
10862,Business Development,Laugh Out Loud Ventures,5,,,,1.0,,3.0,3.0,3.0,,,,,,,,,
10863,Business Development,Laugh Out Loud Ventures,5,,,5.0,,,2.0,,,2.0,,4.0,5.0,,,,,
10864,Digital Marketing Analyst,Intellipaat Software Solutions Pvt Ltd,2,,,,,5.0,,,,3.0,,,4.0,,,,,
10865,Business Development,Panditbooking.com,2,,,,,,,,,,,,3.0,1.0,,,,
10866,Digital Marketing Associate,SARAFF VENTURES,6,,,,4.0,1.0,4.0,,4.0,,,1.0,,,,,,
10867,Business Development,Crapcandy Ventures LLP,10,,,,,1.0,,,3.0,,,,,,,,,
10868,Business Development,The Souled Store,15,,,5.0,,2.0,,,,,,,2.0,5.0,,,,
10869,Online Marketing,UVLearn),2,,,,,,,2.0,1.0,,,,,,,,,
10870,Marketing Research Associate,Saizen Global Insights & Consulting,2,,,,1.0,,,,,,5.0,,,,,,,
10871,Business Development,Glansa Solutions,2,,,,,1.0,,,,,,,,,,,,
10872,Business Development,Owbro Solutions Pvt Ltd,4,,3.0,2.0,2.0,3.0,5.0,,,,4.0,,,,,,,
10873,Business Development,WifiChai,25,,4.0,,,4.0,,,4.0,,,,,,,,,
10874,Marketing Research,Warranto Services Pvt Ltd,3,,,,3.0,2.0,3.0,,,,3.0,3.0,,,,,,
10875,Marketing,Nestkeys,20,,3.0,,,,,2.0,,,,,,1.0,,,,
10876,Social Media Marketing,Noisy Lion,1,,3.0,,,,3.0,,,,,,,,,,,
10877,Business Development,PEARL TECHNOSOLUTIONS PVT LTD,1,,,,3.0,,,5.0,,,,,2.0,4.0,,,,
10878,Business Development,BRIGHTCLASS EDUTECH PRIVATE LIMITED,10,,,4.0,,,,,,,,5.0,,,,,,
10879,Business Development,Zakman Tech LLP,2,,,,5.0,2.0,,,,,,,,,,,,
10880,Digital marketing @  swiftgrocer.com,swiftgrocer.com,15,,,,,4.0,,,,1.0,,,,4.0,,,,
10881,Graphic Designer / Website Developer / Search Engine Optimization,GWS SURGICALS LLP,1,,,3.0,,,5.0,,,,1.0,5.0,,,,,,
10882,Content Writer,Anvita Tours2Health Pvt Ltd,10,,,4.0,,,,,5.0,5.0,4.0,,,3.0,,,,
10883,Head-Marketing and BD,Docent Educare Private Limited,1,,,,,2.0,,,,,,2.0,,,,,,
10884,Business Development,Growfitter,2,,,3.0,2.0,,,,,,,,,,,,,
10885,Marketing,Hector Beverages Pvt. Ltd.,100,,,,4.0,5.0,,,,,,1.0,,,,,,
10886,Business Development,Summerz,5,,4.0,,,,3.0,,,,,5.0,,,,,,
10887,Business Development,Angel Broking,50,,3.0,,,,,1.0,,1.0,,,,3.0,,,,
10888,Business Development,Mantra Media Pvt. Ltd.,4,,,,,4.0,,,3.0,,,,5.0,,,,,
10889,Digital Marketing Executive,Tri-force consulting service pvt ltd,2,,,,,2.0,4.0,,3.0,,4.0,,,,,,,
10890,Weblistr's Campus Ambassador Program,Weblistr,15,,5.0,1.0,,,,,,4.0,,,,,,,,
10891,Business Development,Credit Monk Pvt Ltd,8,,,4.0,,,3.0,,,,,,3.0,2.0,,,,
10892,Business Development,Easy Mentoring,2,,,,4.0,,,,,,,1.0,,,,,,
10893,Business Development,Easy Mentoring,2,,2.0,,,,5.0,,,,4.0,,,,,,,
10894,Business Development,Catapooolt.com,600,,,,1.0,,,,5.0,,5.0,,2.0,,,,,
10895,Student Brand Ambassador,YoBlunt,5,,,5.0,1.0,,,,,,,,,,,,,
10896,Business Development,Sunday Mobility,0,,,,,,,,,,,,,,,,,
10897,Content Writing,XOR Labs Pvt. Ltd.,2,,5.0,,,,,,,2.0,3.0,,,,,,,
10898,Business Development,The Media Ant,2,,1.0,3.0,,,,2.0,1.0,2.0,,2.0,,,,,,
10899,Marketing,make basic,5,,,,,,,1.0,,,1.0,1.0,1.0,,,,,
10900,Business Development,LearnVern,3,,,,2.0,,,,,,,,,,,,,
10901,Digital Marketeer,Excellencetech Infosystems Pvt Ltd,1,,,,,,4.0,,4.0,3.0,2.0,,,,,,,
10902,Business Development,XPERIA Technologies Pvt. Ltd.,24,,,,,,,,4.0,,,,,,,,,
10903,Business Development,Payism Technologies.,1,,,,,,5.0,,,,,1.0,,,,,,
10904,Business Development,SportsHub360,5,,,,5.0,,3.0,2.0,,,,5.0,5.0,5.0,,,,
10905,Digital Marketing,Makeintern,3,,,,,,,,,3.0,,,,1.0,,,,
10906,Business Development,Growfitter,2,,,,2.0,,,3.0,,,,3.0,,,,,,
10907,Business Development,EStreet IT solutions Pvt. Ltd.,10,,,,,,,1.0,,,,3.0,,4.0,,,,
10908,Business Development,Ciya Retail India Pvt Lmt,4,,,1.0,,,,,,4.0,,3.0,,,,,,
10909,FANTASTIC PART TIME MARKETING ROLE FOR WEDDING DECOR FIRM,OM TEXTILES,1,,,,,,,,1.0,,5.0,,,,,,,
10910,Lead Generation,JOVA,2,,,,,,5.0,,,,,,4.0,,,,,
10911,Marketing,Oxiigen Motion Pictures,4,,,4.0,,,,,,4.0,,5.0,,3.0,,,,
10912,CAMPUS NOMAD,travart,20,,,,,,,4.0,2.0,,,,,,,,,
10913,Marketing Research,Warmee,2,,,,,2.0,,,,,2.0,1.0,,3.0,,,,
10914,Graphics Designer,Delhi School of Internet Marketing,2,,1.0,1.0,,2.0,,2.0,,,1.0,,,,,,,
10915,DIGITAL MARKETING,MEHARBAN INTERNATIONAL,2,,,4.0,5.0,,,2.0,1.0,1.0,5.0,,3.0,,,,,
10916,Business Development,estilorobe pvt ltd,4,,1.0,,,,5.0,,1.0,3.0,,,,,,,,
10917,Marketing,Hi Fine Machine Tools,4,,,,5.0,5.0,,,5.0,,,2.0,2.0,5.0,,,,
10918,Business Development,mTrakr,3,,,,,1.0,4.0,,,2.0,2.0,,,,,,,
10919,Digital Marketing,Mr. Bee,2,,,5.0,,3.0,2.0,,,,,,,1.0,,,,
10920,Business Development,Laranya Infoedge Private Limited,1,,,1.0,5.0,4.0,,5.0,,,,3.0,,,,,,
10921,Business Development,Briefing Bears,60,,,,,,2.0,1.0,,,,4.0,,,,,,
10922,Business Development,iTech Courses,3,,,,,,,,,,,2.0,3.0,4.0,,,,
10923,Marketing and Operations Executive,Profectum Market Solutions Pvt Ltd,3,,4.0,,,,,,,,5.0,,,,,,,
10924,Business Development,House Sutra,2,,2.0,,,,3.0,,,,3.0,,,,,,,
10925,Social Media Marketing,House Sutra,1,,,,,,,,4.0,,,,,,,,,
10926,Social Media Marketing,Pawan Manglani Photography,2,,,,,,,,4.0,,2.0,4.0,4.0,,,,,
10927,Campus Ambassador,Hubhopper,10,,,,,4.0,,,,,,,3.0,,,,,
10928,Business Development,Catapooolt.com,50,,,,,,5.0,5.0,,2.0,2.0,4.0,,,,,,
10929,Business Development,PARAMOUNT INSTRUMENTS PVT. LTD.,3,,,,,,,,5.0,,,1.0,,5.0,,,,
10930,Business Development,Adventureism,1,,,,,4.0,3.0,4.0,,1.0,1.0,1.0,,,,,,
10931,Business Development,SASVAT NETWORK PRIVATE LIMITED,2,,,,,,2.0,4.0,2.0,,,,,,,,,
10932,Business Development,Adventureism,1,,5.0,,,,,,1.0,,3.0,,,,,,,
10933,Business Development,Certination Solution & Services,15,,1.0,,,4.0,2.0,,,,1.0,,5.0,5.0,,,,
10934,Social media marketing,Inkblu,2,,2.0,,,2.0,2.0,,5.0,,4.0,,2.0,3.0,,,,
10935,Business Development,Makeintern,1,,,,,,,,,1.0,,3.0,,2.0,,,,
10936,Social Media Marketing,Sheth Publishing House,2,,,4.0,,,5.0,,,5.0,,,1.0,,,,,
10937,Business Development,Hotel Bids,5,,3.0,,,,,,1.0,5.0,5.0,2.0,,,,,,
10938,Business Development,hannover milano fairs india pvt ltd,7,,2.0,,,,4.0,,4.0,,,,,2.0,,,,
10939,BMS BMM BCOM MBA,Jainam Wellness Limited,10,,,5.0,,4.0,,,1.0,,,,,,,,,
10940,Business Development,ManMine HR Consultancy Services,10,,,3.0,,3.0,1.0,,,3.0,5.0,4.0,3.0,1.0,,,,
10941,Campus Ambassador,Hubhopper,10,,,,4.0,,,3.0,2.0,,,,,,,,,
10942,Marketing,EDPSoft,4,,,,,,,4.0,,5.0,1.0,,,,,,,
10943,Marketing,Willron Technologies,5,,,5.0,2.0,4.0,,3.0,,5.0,1.0,4.0,2.0,3.0,,,,
10944,Business Development,Growth vision  consulting,3,,,,3.0,,,2.0,,,5.0,,,,,,,
10945,Female Counselors - Work from Home,Growth vision  consulting,2,,,,,,4.0,,,,,,1.0,5.0,,,,
10946,Business Development,Indians News,5,,,,,,,,,,,,,,,,,
10947,Myntra Customer Champions Program,Myntra,5,,,,2.0,,,3.0,,,,,,2.0,,,,
10948,Business Development,Certination Solution & Services,30,,,,5.0,,1.0,,,,,,,,,,,
10949,Business Development,Seven Motors Private Limited,20,,,,,,1.0,,1.0,1.0,4.0,4.0,,,,,,
10950,Business Development,Hubhopper,2,,,,4.0,,,,,,,,2.0,5.0,,,,
10951,Digital Electronics/Communication,Bosch,10,,,5.0,,,,3.0,,,,4.0,,2.0,,,,
10952,Business Development,Mandrill Events and Brand Management Pvt Ltd,4,,5.0,4.0,,,,,2.0,,,,,,,,,
10953,Business Development,Abyeti Technologies Pvt Ltd,20,,,,,,2.0,,,,,,,,,,,
10954,Marketing,Utopeen Services Pvt Ltd,5,,,1.0,,,5.0,,,4.0,,,,3.0,,,,
10955,Business Development,Baxi Taxi,10,,,4.0,1.0,,,,,2.0,,2.0,,,,,,
10956,Digital Marketing,Gul Guncha Arts,5,,,,,,,,,,,,,,,,,
10957,Campus ambassador,Snapcape,30,,,,2.0,,,,,,1.0,,1.0,,,,,
10958,Business Development,SCT VENTURES,10,,,,2.0,,,2.0,,,,2.0,,,,,,
10959,Digital Marketing,Badiyajobs,1,,,,2.0,5.0,,1.0,5.0,3.0,1.0,3.0,4.0,,,,,
10960,EatEarnship,Dineout,50,,2.0,,,5.0,,,,,2.0,,,,,,,
10961,Web Development,GymTrekker,4,,,,2.0,3.0,3.0,,,,,,,,,,,
10962,Business Development,Groventa Services Pvt Ltd,2,,,2.0,,,,2.0,2.0,,,,,,,,,
10963,Business Development,Sustainable R & D Pvt. Ltd,4,,3.0,5.0,1.0,,,4.0,,,,,,,,,,
10964,Business Development,srsdwarkanext.com,30,,,,,4.0,2.0,,,4.0,,,,,,,,
10965,Business Development,Suggest Me,2,,,4.0,,,,,,1.0,,,,,,,,
10966,Business Development,Equiphunt,1,,,4.0,1.0,,,,,,,2.0,,5.0,,,,
10967,Business Development,Digital Pugs,10,,1.0,,,,,,,,5.0,,,,,,,
10968,Operations/Quality/Wellness/Claims,Religare Health Insurance Co. Ltd.,50,,,,,,,,4.0,,,1.0,,4.0,,,,
10969,Business Development,selltym.com,4,,,,4.0,,1.0,4.0,,,,5.0,,,,,,
10970,Business Development,Virtual Employee Pvt. Ltd,30,,1.0,1.0,,,,,,,,,3.0,1.0,,,,
10971,marketing,Cashify.in,10,,,,,,4.0,3.0,,,,,,,,,,
10972,Marketing,Global Shiksha India Pvt. Ltd.,2,,,,,,,4.0,3.0,,,5.0,5.0,,,,,
10973,marketing,Pengala Learning Pvt. Ltd,8,,,,,,,3.0,,,,,,,,,,
10974,Marketing,Craterzone,2,,,,,,5.0,4.0,5.0,3.0,,,,,,,,
10975,Content writing,Rdeco.in,3,,2.0,3.0,,,,5.0,3.0,4.0,2.0,,,,,,,
10976,Graphic Design,Rdeco.in,2,,,,,,2.0,,,,4.0,,,2.0,,,,
10977,Marketing,Rdeco.in,2,,,,,4.0,,,,,,,,3.0,,,,
10978,Business Development,KYI Soft Solutions Pvt Ltd.,10,,,,,3.0,,,,,,,,,,,,
10979,Business Development,ANKINJA WEB CORP,30,,3.0,,5.0,,2.0,,3.0,,4.0,,,1.0,,,,
10980,Digital Marketing,COMHARD TECHNOLOGIES PVT. LTD.,3,,,5.0,,,,,,,1.0,,,2.0,,,,
