,skills
12642,
12643,
12644,
12645,
12646,
12647,
12648,
12649,
12650,
12651,
12652,
12653,
12654,
12655,
12656,
12657,
12658,
12659,
12660,
12661,
12662,
12663,
12664,
12665,
12666,
12667,
12668,
12669,
12670,
12671,
12672,
12673,
12674,
12675,
12676,
12677,
12678,
12679,",Agriculture,Remote Sensing,Crop,Environment"
12680,",Hospital,TPA,Finance - TPA"
12681,
12682,
12683,
12684,
12685,
12686,
12687,
12688,
12689,
12690,
12691,
12692,
12693,
12694,
12695,
12696,
12697,
12698,
12699,
12700,
12701,",Customer Success,Key Account Management,Sales,B2B Sales,eCommerce,Client Relationships"
12702,",Financial Reporting,IFRS,Reconciliation,CA,Financial Analysis"
12703,",Demand Planning,Category Management"
12704,",Sales,B2B Sales,BFSI Sales,Business Alliances"
12705,",Sales,Business Alliances,Corporate Sales,B2B Sales,BFSI Sales,Sales Strategy"
12706,
12707,",Digital Marketing,Social Media,Demand Generation,Seo,Saas,Campaigns"
12708,",Adobe Experience Cloud,AEM,Java,DevOps,Unix,Linux"
12709,",SEO,Pay Per Click,Digital Marketing,Google AdWords,Google Analytics,Webtrends"
12710,",SEO,Pay Per Click,Digital Marketing,Google AdWords,Google Analytics,Webtrends"
12711,
12712,",Customer Success,Customer Service,Customer Support"
12713,
12714,
12715,",Manager Quality Assurance,Agile,Analytics,Monitoring,User interface designing,Information architecture"
12716,",Business Alliances,Sales,B2B Sales,Corporate Sales,FMCG Sales"
12717,",Sales,Real Estate Sales,Client Relationships,B2B Sales"
12718,",Sales,Real Estate Sales,Channel Sales"
12719,
12720,
12721,",Performance Marketing,Digital Marketing,Marketing Automation,BFSI Marketing,Marketing"
12722,
12723,
12724,
12725,",Data Analytics,Data Science,Machine Learning,Retail Analytics,Analytics,Consulting - Retail"
12726,",UX,Project Manager - UI/UX,UI Design,Infographics,Industrial Design"
12727,
12728,
12729,",Python,Six Sigma,.NET,HTML,JavaScript,SQL"
12730,",Python,Six Sigma,.NET,HTML,JavaScript,SQL"
12731,
12732,
12733,
12734,
12735,
12736,
12737,",SQL,Web Analytics,Analytics,Data Analytics,Python"
12738,
12739,
12740,
12741,
12742,",Sales,Sales Strategy,Corporate Sales,B2B Sales,Client Relationships"
12743,",Corporate Strategy,Strategy Consulting,Consulting - BFSI,Project Management,PMO"
12744,",Unix,Linux,Project management,Customer support,Operations,Development management"
12745,",Marketing,Growth Hacking"
12746,
12747,
12748,
12749,
12750,
12751,",Transition Management,Project Management"
12752,",Business Development,Marketing,Inbound Sales,Crm,Sales Strategy"
12753,",Market Research,Consumer Insights"
12754,",Product Management,Product Manager,Product Strategy,Data Analytics,People Management"
12755,",Marketing,Online Marketing,Social Media,Education Marketing,Campaign Management"
12756,",SQL,microsoft,Active directory,Identity management,Disaster recovery,Load balancing"
12757,",Program Management,Project Management,Strategy Consulting"
12758,",Sales,Government Sales,FinTech Solution Sales,Solutions Sales,Financial Services Sales,Corporate Sales"
12759,",UI Design,Prototype Design,Sketch,InVision,Photoshop,Illustrator"
12760,",UI/UX,SaaS"
12761,",UI/UX,SaaS"
12762,",Marketing,Growth Hacking,Consumer Sales Promotion,Product Pricing,BTL Marketing"
12763,
12764,",Marketing,Growth Hacking,Consumer Sales Promotion,Product Pricing,BTL Marketing"
12765,",Spend Analysis,IT Program Management,IT Project Management"
12766,",Analytics,IT Project Management,IT Program Management"
12767,",Supply Chain,Supply Planning,Operations,Inventory Management"
12768,",Inventory Management,Supply Planning,Demand Planning,Supply Chain,Operations"
12769,",IT Sales,IT Product Sales,Sales Support"
12770,",Customer Experience,Research,Corporate Strategy,Consulting - BFSI,Program Management"
12771,",Sales,Export Sales,B2B Sales,Client Relationships,Gemstone Sales,Jewellery Sales"
12772,",Inventory Management,Vendor Management"
12773,",eCommerce,Operations,Demand Planning,Supply Planning"
12774,",Salesforce,Production"
12775,",eCommerce,Marketing,Public Relations,FMCG Marketing"
12776,
12777,
12778,",lead generation,New Client Acquisition"
12779,
12780,",Digital Marketing,Social Media,Youtube,Twitter,Facebook,Campaigns"
12781,
12782,",Social Media,Marketing,Digital Marketing,Campaign Management,Content Marketing,App Store Optimization"
12783,
12784,",Social Media,Marketing,Digital Marketing,Campaign Management,Content Marketing,App Store Optimization"
12785,
12786,",Data Science,Data Management,Consulting - BFSI,Big Data"
12787,
12788,
12789,
12790,",Marketing,Digital Marketing,eCommerce,Social Media,Online Marketing,Campaign Management"
12791,",Sales,Corporate Sales,B2B Sales,Hotel Sales,Hospitality Sales"
12792,",Strategy Consulting,Client Management,Process Excellence,Client Relationships"
12793,",Business Research,Market Research,Primary Research,Project Management,Swot Analysis,Life Sciences"
12794,",EMP,Sales,Trade,Relationship"
12795,
12796,",Sales,B2B Sales,FMCG Sales"
12797,
12798,
12799,",API Testing,Database Testing,Testing,Software Quality Assurance,Automation Testing"
12800,
12801,",SEM / SEO,Campaign Management,Social Media,Online Marketing,Marketing,Education Marketing"
12802,",Social Media,Marketing,Online Marketing,Education Marketing,Public Relations,SEM / SEO"
12803,
12804,",Employee Engagement,HR Generalist,Startup"
12805,",Data Analytics,Analytics,Data Visualization,Business Intelligence,SQL,Data Mining"
12806,",Sales,Sales Operations,Store Sales,Retail Sales"
12807,",Sales,Sales Operations,Store Sales,Retail Sales"
12808,",Quantitative Trading,HFT,Quant,Python"
12809,",Sales,Category Management,eCommerce"
12810,
12811,
12812,
12813,
12814,",Data Analytics,Analytics,Data Visualization,Business Intelligence,SQL,Data Mining"
12815,
12816,
12817,",Business Development,Cold Calling,Sales,Market Research,Fresher,Communication Skills"
12818,",SEO,Analytical,Analytics,Google AdWords,Content writing,Google Analytics"
12819,",API Testing,Database Testing,Testing,Software Quality Assurance,Automation Testing"
12820,",Office 365,VMware,Cloud,Oracle OEM,Exchange,Active Directory"
12821,",eLearning,Education Operations"
12822,",Manager"
12823,",Manager"
12824,",Sales,B2B Sales,Channel Sales,Institutional Sales,Education Sales"
12825,",Sales,Education Sales,B2B Sales,Institutional Sales,Key Account Management"
12826,",Sales,Franchise Development,Education Sales,EduTech Solution Sales,eLearning"
12827,",Performance Marketing,Growth Hacking,Usage & Retention,Customer Retention,Digital Marketing,Marketing"
12828,",Sales,Education Sales,EduTech Solution Sales,Franchise Development,B2B Sales,Corporate Sales"
12829,",Customer Experience,eLearning"
12830,",Social Media,Marketing,Digital Marketing,SEM / SEO,Content Marketing,Public Relations"
12831,",Customer Experience,eLearning"
12832,",eCommerce,Sales,Marketing"
12833,
12834,
12835,",New product design/development"
12836,",Business Alliances,Sales,B2B Sales"
12837,
12838,
12839,
12840,
12841,
12842,
12843,",WFM,Workforce Management,Real Time Analysis,RTA,Workforce Analytics,workforce Manager"
12844,",SOC,Threat Intelligence,Qradar,Malware Analysis,Gcih,Networking"
12845,
12846,",Business Loan,Lead Generation,Operations Team Handling,DSA,Client Relationship"
12847,",Marketing,FMCD Marketing,eCommerce,Category Management,Online Sales,Sales"
12848,",Corporate Sales,CRM Sales,Sales,International Sales,SaaS Sales,IT Sales"
12849,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12850,",Business Development,Marketing,Sales,Events,Key Account Management,Negotiation"
12851,",Analytics,Business Analysis,Data Analytics,Business Intelligence,Python,Machine Learning"
12852,",US IT Recruitment,Hiring,Linkedin,Team Management Skills,Social Media"
12853,
12854,
12855,
12856,
12857,
12858,
12859,
12860,
12861,
12862,
12863,
12864,
12865,
12866,
12867,
12868,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12869,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12870,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12871,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring,Manager Technology"
12872,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12873,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12874,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12875,",Business Alliances,Sales,Solutions Sales"
12876,
12877,
12878,
12879,",ITIL,PMP,Supply Chain,Six Sigma,Business Intelligence,Excel"
12880,",Presales,SOC,RF,Product management,RFP,System integration"
12881,",Python,Performance testing,Workflow,RF,JIRA,automation framework"
12882,",.Net Core,Angular 2,OOPS,C#,.Net,CI/CD"
12883,",Team management,Budgeting,Monitoring,Computer science,Technology management,Training"
12884,
12885,
12886,",Project Management,Client Management,SaaS"
12887,",OpenIDM,ForgeRock,iAM,Javascript,Java,Apache Server"
12888,
12889,",Business Development,Sales,Advisory,Event Management,Csr,Communication Skills"
12890,",Sales,B2B Sales,Business Alliances,Ad Sales,Corporate Sales,IT Product Sales"
12891,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring,Manager Technology"
12892,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12893,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12894,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12895,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12896,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12897,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12898,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12899,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12900,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12901,
12902,
12903,
12904,
12905,
12906,
12907,
12908,
12909,
12910,
12911,
12912,
12913,
12914,
12915,
12916,
12917,
12918,
12919,
12920,
12921,
12922,
12923,
12924,
12925,
12926,
12927,
12928,
12929,
12930,
12931,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12932,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12933,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12934,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12935,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12936,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12937,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12938,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12939,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12940,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12941,
12942,
12943,
12944,
12945,
12946,
12947,
12948,
12949,
12950,
12951,",FMCG,Account management,Operations,SAAS,Training,Sales"
12952,",FMCG,Account management,Operations,SAAS,Training,Sales"
12953,",FMCG,Account management,Operations,SAAS,Training,Sales"
12954,",FMCG,Account management,Operations,SAAS,Training,Sales"
12955,",FMCG,Account management,Operations,SAAS,Training,Sales"
12956,",FMCG,Account management,Operations,SAAS,Training,Sales"
12957,",FMCG,Account management,Operations,SAAS,Training,Sales"
12958,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12959,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12960,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12961,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12962,",Teaching,Academic Coordinator,Management,Principal,Training,Monitoring"
12963,",FMCG,Account management,Operations,Networking,SAAS,Training"
12964,",Account management,Cross sales,B2B,Management"
12965,",FMCG,Account management,Operations,Networking,SAAS,Training"
12966,",FMCG,Account management,Operations,Networking,SAAS,Training"
12967,",FMCG,Account management,Operations,Networking,SAAS,Training"
12968,",Social science,Political science,Curriculum development,Monitoring,Content development,Project management"
12969,",Political science,Curriculum development,Monitoring,Content development,Project management,Teaching"
12970,",Political science,Curriculum development,Monitoring,Content development,Project management,Teaching"
12971,
12972,
12973,
12974,
12975,
12976,
12977,
12978,
12979,
12980,
12981,",Customer support,SQL,Financial services,microsoft,Product support,Asset management"
12982,
12983,
12984,",Buy back,IPO,TAKE OVER,Public issue,Equity,debt"
12985,",Compensation and Benefits,Compensation and Rewards,Benefits and Rewards,HR Operations,HR Jobs in FMCG,Payroll"
12986,",OSGI,Sling API,Sling Servlets,J2EE,AEM,Adobe Experience Manager"
12987,",Machine Learning,Python,Data Science,Logistic Regression,SQL,Statistics"
12988,
12989,",Instructional Design,Content Development,Learning and Development,Training and Development,eLearning"
12990,",Business Intelligence,Tableau Server,Power Bi,Data Validation,Data Analysis,Data Mapping"
12991,
12992,",Selenium,Sdlc,Defect Tracking,Functional Testing,Software Quality Assurance,Test Cases"
12993,",Manager"
12994,
12995,",Campaign Management,Digital Marketing,Marketing,Social Media,Media Planning,eCommerce"
12996,
12997,",Campaign Management,Digital Marketing,Marketing,Social Media,Media Planning,eCommerce"
12998,",Revenue Planning,Sales Strategy"
12999,",Order Management,eCommerce,Vendor Management"
13000,",Media Relations,Marketing,Public Relations,Digital Marketing,Walk-In,Advertising"
13001,
13002,
13003,
13004,",Data Quality,Data Governance,Data Architecture,Quality Standards,Core Data,Business Operations"
13005,",Patient Care,Front Office Management,Guest Relationship Management,Hospital Administration,Hospital Management,Team Management"
13006,",TA,Recruitment"
13007,
13008,
13009,
13010,",Communication Skills,Rural Development,NGO,Leadership,Training,Monitoring"
13011,",Accounts Payable,Finance and Accounts,Accounting"
13012,",Accounts receivable,reconciliation,SAP,accounting,financial statements,financial transactions"
13013,",Sales,FMCG Sales,Modern Trade,eCommerce"
13014,",Compensation and Benefits,Benefits and Rewards,HR Operations,Compensation and Rewards"
13015,
13016,",Java,Web Services,Rest,Sql,Distributed Systems,Test Cases"
13017,",Big4,Valuation,M&A,Financial Reporting,Equity Research,Financial Research"
13018,",Product design,Consulting,Photoshop,Illustrator,Analytics,Android"
13019,",Financial Analysis,CA,Financial Planning,Accounting,Finance and Accounts"
13020,",BPO Operations"
13021,",Financial Analysis,CA,Financial Planning,Accounting,Finance and Accounts"
13022,",Digital Transformation,IT Transformation,IT Project Management,IT Program Management,Transformation"
13023,
13024,
13025,
13026,",RF,Monitoring,metadata,Graphic designing,Fine arts,Archiving"
13027,",M&A,Due Diligence,CA,CPA,CFA,Financial Research"
13028,",M&A,Due Diligence,CA,CPA,CFA,Financial Research"
13029,",Compensation and Benefits,Compensation and Rewards,Benefits and Rewards,HR Operations,HR Jobs in FMCG"
13030,
13031,",Cold calling,Networking,Automation,Market intelligence,Analytical,Sales process"
13032,
13033,
13034,",Tableau,Qlikview,Spotfire,VBA,SQL Server,Power BI"
13035,",Tableau,Qlikview,Spotfire,VBA,SQL Server,Power BI"
13036,",Corporate Strategy,Strategy Consulting,Consulting - BFSI"
13037,",Google Adwords,Mobile App Marketing,Marketing,Remarketing,Advertising,Campaign Management"
13038,",Html"
13039,",Media Buying,Media Marketing,Marketing"
13040,",Credit Risk,Risk Management,Credit Analysis,Banking"
13041,",SOC,Firewall,Vulnerability Management"
13042,
13043,",marketing,branding,advertising,communication,interpersonal skills,leadership"
13044,",marketing,branding,advertising,communication,interpersonal skills,leadership"
13045,",Marketing,Social Media,FMCD Marketing,Digital Marketing,Campaign Management,Web Analytics"
13046,",Computer Skills,Dynamic,Exploration,Communication Skills,Innovative,Problem Solving"
13047,
13048,
13049,
13050,
13051,",IT Operations,IT Project Management,IT Program Management,IT Governance,IT Strategy"
13052,",Social Media,Marketing,Online Marketing,Education Marketing,Campaign Management"
13053,
13054,",Unix,Linux,Aix,Tivoli Storage Manager,Tsm"
13055,
13056,
13057,",Sales,Modern Trade,Channel Sales,FMCD Sales,Key Account Management,Sales Planning"
13058,",Sales,FMCD Sales,Channel Management,Distribution"
13059,
13060,",cisco,Customer retention,Application support,Adobe,Operations,Process improvement"
13061,",Field Sales,Direct Sales,Sales,Institutional Sales,Education Sales"
13062,
13063,
13064,",Analytics,Data Analytics,Data Management,SQL,Python,Data Visualization"
13065,",Research,Data Analytics,Analytics,Project Management"
13066,",Sales,Sales Head,Education Sales,Sales Planning,Sales Strategy"
13067,
13068,
13069,
13070,",Sales,Sales Head,Education Sales,Sales Planning,Sales Strategy"
13071,
13072,
13073,
13074,
13075,",SQL,Python,Tableau,Data Analytics"
13076,",Business Development,Sales Manager,Customer Satisfaction,Inside Sales,B2C,Sales Process"
13077,
13078,
13079,
13080,",Brand Management,Public Relations,Marketing,Email Marketing,Startup"
13081,",Logistics,Relationship management,Operations,Licensing,Machinery,Management"
13082,",Data analysis,Supply chain,Monitoring,Strategic planning,Service level,EHS"
13083,
13084,",Customer Service,Customer Support,Customer Experience"
13085,
13086,
13087,",FMCG Sales,International Sales,Sales,Export Sales,B2B Sales"
13088,",Compensation and Benefits,Benefits and Rewards,HR Operations,Compensation and Rewards,HR Jobs in FMCG"
13089,
13090,
13091,",Content Marketing,Marketing,Social Media,Growth Hacking,SEM / SEO,Web Analytics"
13092,",Marketing,Social Media,eLearning,Online Marketing,Content Marketing,SEM / SEO"
13093,",Custom clearance"
13094,
13095,",Manager/Sr. Manager-Pricing"
13096,",Marketing,BFSI Marketing,SEM / SEO,Online Marketing,Digital Marketing,Social Media"
13097,",Compensation and Benefits,Benefits and Rewards,HR Operations,Compensation and Rewards,HR Jobs in FMCG"
13098,",Budgeting,Heavy equipment,Value engineering,Mechanical engineering,Capital equipments,Structural engineering"
13099,",Loans,MIS,NBFC,Due diligence,Cash flow management,Investment"
13100,
13101,",Sales,Corporate Sales,B2B Sales,BFSI Sales"
13102,",Taxation,Transfer Pricing,CA,Direct Tax"
13103,
13104,
13105,
13106,",Analytics,Data Analytics,Data Management,Consulting - BFSI,Risk Analytics,SAS"
13107,
13108,",Analytics,Data Analytics,Data Management,Consulting - BFSI,Risk Analytics,SAS"
13109,
13110,",Java,C++,MySQL,.Net,Python,R"
13111,",Advertising,Social Media,Life Insurance,Twitter,Campaigns,Linkedin"
13112,",Social Media,Twitter,Linkedin,Facebook,Advertising,Life Insurance"
13113,",Social Media,Digital Marketing,Marketing,Content Marketing,Online Marketing"
13114,",Marketing,Digital Marketing,Advertising,Product Marketing,Social Media"
13115,",Product Management,Sales,Customer Experience,Life Insurance,New Business,Digital Transformation"
13116,",Management,Sales"
13117,",Sales,CASA Sales,Banking Sales,Retail Banking Sales,Field Sales,Sales Planning"
13118,",HTML,Project management,Computer science,Agile PMP"
13119,",Customer service,BPO,ITES,Outsourcing,Stakeholder management,Solution design"
13120,",MIS,Reconciliation,US GAAP,Cash flow,Fixed assets,Consulting"
13121,",Customer service,BPO,ITES,Outsourcing,Stakeholder management,Solution design,Transition,Presales,Bpos,Cost"
13122,",Trading,market,marketing,trade,Manager,Trading Business"
13123,
13124,",IPO,Origination,Due Diligence,Valuation,CA,CFA"
13125,",Integration,API,Microservices,AWS,SAAS,Cloud Computing"
13126,",Business Development,Senior Sales Manager,Inside Sales,Educational Sales,Customer Satisfaction,Communication Skills"
13127,",Business Development,Senior Sales Manager,Inside Sales,Educational Sales,Customer Satisfaction,Communication Skills"
13128,",Business Development,Senior Sales Manager,Educational Sales,Inside Sales,Distribution,Customer Satisfaction"
13129,",Business Development,Senior Sales Manager,Educational Sales,Inside Sales,Distribution,Customer Satisfaction"
13130,",Business Alliances,Sales,BFSI Sales,Telecom Sales,B2B Sales"
13131,
13132,",BFSI Sales,Trade Sales,Sales,Banking"
13133,",Automobile,Purchase Vendor Development,Procurement,Strategic Sourcing,Vendor Development,Supply Chain Management"
13134,",IT Quality,Assurance,Testing,IT Project Management,Automation"
13135,",BFSI Sales,Trade Sales,Sales,Banking"
13136,
13137,
13138,
13139,
13140,
13141,",Leadership Hiring,Recruitment,Talent Acquisition,HR Jobs in Hospitality"
13142,",Financial planning,Customer acquisition,Finance,Sales"
13143,",IT Sales,Solutions Sales,IT Product Sales"
13144,",IT Sales,IT Product Sales,Solutions Sales,Sales Planning,Sales Strategy,Account Management"
13145,",Marketing,Campaign Management,Advertising,Media Marketing,Ad Operations,Digital Marketing"
13146,",Product Marketing,Marketing,Marketing Automation,Digital Marketing,Performance Marketing,Growth Hacking"
13147,",Project management,Product design,Design management,Budgeting,Concept development,User research"
13148,
13149,
13150,
13151,",IT Sales,Sales,IT Product Sales,Corporate Sales,B2B Sales,SaaS Sales"
13152,",Solutions Sales,IT Sales,IT Product Sales,Account Management"
13153,",UX,UI Design,UI Architect,Project Manager - UI/UX,UX Architect,Creative Suite"
13154,",UX,UI Design,UI Architect,Project Manager - UI/UX,UX Architect,Creative Suite"
13155,
13156,",Key Account Management,Customer Success,Customer Retention,Client Relationships"
13157,",Campaign Management,Marketing,Growth Hacking,Digital Marketing,Email Marketing,BFSI Marketing"
13158,",Statistics,SAS,Data Science,SQL,Data Analytics,Analytics"
13159,",CRM,Customer support,MS Office,Salesforce,After sales support,Customer satisfaction"
13160,",IT Sales,SaaS,Corporate Sales,B2B Sales,IT Product Sales"
13161,
13162,",MIS,Financial statements,Monitoring,Credit administration,Finance,External Auditor"
13163,",Pega,Oracle,Java,Web Technologies,CSA,Leadership"
13164,",Analytics,Recruitment,Monitoring,Logistics,Simulation,LMS"
13165,",Digital Transformation,Strategy Consulting,IT Transformation,Process Excellence,IT Strategy,IT Project Management"
13166,",Customer Success,International Sales,Business Development,Customer Retention,Customer Service,Customer Support"
13167,",Verbal Communication,Title Search,Mortgage Loans,Mortgage Servicing,KYC,Fraud Analysis"
13168,",Spare Parts,PARTS MANAGER"
13169,",Consulting - Healthcare,Consulting - Pharma,Strategy Consulting,Client Management,Project Management,Client Engagement"
13170,",Recruitment,Talent Sourcing,Hiring,Ta"
13171,",Business Development,Alliances,Partnerships,Relationship Management,Sustainable Development,Fund Raising"
13172,",Events,Conducting sessions"
13173,",Vendor management,Strategic partnerships,Ad sales,Operations,Sales achievement,Relationship"
13174,",Procurement,Techno-commercial,Supply chain,RFQ,Vendor,Supplier development"
13175,",Data analysis,Process improvement,Budgeting,Supply chain,Operations,Production operations"
13176,",Data analysis,Process improvement,Budgeting,Supply chain,Operations,Production operations"
13177,",Customer Success,Client Management,Client Relationships,Client Engagement"
13178,",Account management,Techno-commercial,Key account management,Management,Compliance,Taxation"
13179,",Marketing,Strategic Alliances,Excel,Partnerships,Presentation Skills,Negotiation"
13180,
13181,",Sales,Cross Selling,Up Selling,Client Relationships,IT Sales,IT Product Sales,Customer Success"
13182,",Marketing,Social Media,Content Marketing,Digital Marketing,Advertising"
13183,
13184,
13185,",International Sales,IT Sales,Sales Training,Training and Development"
13186,",Affiliate Marketing,Education Marketing,Marketing,Campaign Management,Online Marketing"
13187,",Affiliate Marketing,Education Marketing,Marketing,Campaign Management,Online Marketing"
13188,",New Product Development,Product Design,Research,Development"
13189,",Consulting,Analytics,Investment banking,Market intelligence,SCM,Trend analysis"
13190,
13191,",Product management,Operations,Merchandising,Ad sales,Vendor management,Order management,customer segmentation,Supplier management,Strategic partnerships,Sales achievement"
13192,",Account management,Packaging,Procurement,Taxation,Key account management,Compliance"
13193,",Procurement,Taxation,Compliance,Sales,Monitoring,Manager Technology"
13194,",B2B Marketing,IT Marketing,IT Product Marketing,Lead Generation"
13195,",Category Management,Marketing,Brand Management,eCommerce"
13196,",Business Development Manager,Customer service,CRM,Outbound,Sales Representative,Inside sales"
13197,",Vendor Onboarding,Vendor Management,Purchase,Procurement,Sourcing,Techno Commercial"
13198,",Operations,Supply Chain,Demand Planning"
13199,",Art Galary Manager"
13200,",Manager Sales & Marketing,Corporate relations,Network expansion,Mechanical,Automobile,UPS"
13201,",Marketing,Social Media,Content Marketing,Digital Marketing,Advertising"
13202,",Affiliate Marketing,Education Marketing,Marketing,Campaign Management,Online Marketing"
13203,",Affiliate Marketing,Campaigns,Alliances,Marketing Initiatives,Level,B2C"
13204,",New Product Development,Product Design,Research,Development"
13205,",Marketing,Growth Hacking,Social Media,Education Marketing,Online Marketing,Content Marketing"
13206,
13207,
13208,
13209,
13210,
13211,
13212,",SaaS Sales,Sales,FinTech Solution Sales,B2B Sales,IT Product Sales,IT Sales"
13213,",Business Alliances,B2B Sales,Sales,BFSI Sales"
13214,",Sustainability,Program Management,Project Management,Planning,Strategy Consulting"
13215,",Compensation and Rewards,Benefits and Rewards,Compensation and Benefits,HR Operations,HR Jobs in FMCG,HR Jobs in Retail"
13216,",Operations Management,Project Management,Technical Support,Incident Management,Customer Service,Virtualization"
13217,
13218,
13219,
13220,
13221,
13222,
13223,
13224,
13225,
13226,
13227,
13228,
13229,
13230,
13231,
13232,
13233,
13234,
13235,
13236,
13237,
13238,
13239,
13240,
13241,
13242,
13243,
13244,
13245,
13246,
13247,
13248,
13249,
13250,
13251,
13252,
13253,
13254,
13255,
13256,
13257,
13258,
13259,
13260,
13261,",Sales,Customer Success,Key Account Management,Logistics Sales,Corporate Sales,B2B Sales,Client Onboarding"
13262,",Financial Planning,Financial Control,Financial Modeling,Variance Analysis,Forecasting,Financial Analysis"
13263,",Brand Management,Brand Solutions,B2B Sales,Sales,Ad Sales"
13264,",Treasury management,Core banking,Project financing,CMA data,Assistant General Manager Finance"
13265,",Content Writing,Creative,Content Management"
13266,",Analytics,Data Analytics,Data Management,Business Intelligence,SQL,Data Visualization"
13267,",Analytics,Data Analytics,Tableau,Business Intelligence"
13268,",Corporate Sales,Sales,FMCG Sales,International Sales,Food & Beverages Sales,Export Sales"
13269,",Customer Success,Client Onboarding"
13270,",Content Writing,Content Development"
13271,",SQL,Reconciliation,Business continuity,Conflict management,Process orientation,Manager Program Management"
13272,",Data analysis,Supply chain,Stakeholder management,RCA,Data analytics,Management"
13273,",Analytics,SQL,Data analysis,CRM,Recruitment,Merchandising"
13274,",Project management,Account management,brand solutions,Brand marketing,Management,Networking"
13275,",SQL,Reconciliation,Business continuity,Conflict management,Process orientation,Manager Program Management"
13276,",Business Alliances,Sales,Client Onboarding,B2B Sales,Sales Planning,Sales Strategy"
13277,
13278,
13279,",Business Alliances,Sales,Client Onboarding,B2B Sales,Sales Planning,Sales Strategy"
13280,",Content Writing,Editorial"
13281,",Web Services,Rest,OIM,Oracle Identity Manager,Identity Management,LDAP,Cloud Services,Web Technologies,Private Cloud,Design Development"
13282,",Analytical,Service management,Client relationship,Customer experience,Relationship,RED"
13283,
13284,",RPA,RPA Tools,UiPath,Automation Anywhere,Scripting,C#"
13285,
13286,
13287,
13288,
13289,
13290,
13291,",eCommerce,Marketing,Social Media,Online Marketing"
13292,",Software Quality Assurance,Testing,Software Testing Tools,Project Manager - Testing"
13293,
13294,",Content Management,Education Operations,eLearning"
13295,",Software Quality Assurance,Testing,Software Testing Tools,Project Manager - Testing"
13296,",CA,Audit,Statutory Audit,Big4"
13297,",Customer Experience,Customer Support,Customer Service"
13298,",CA,Audit,Statutory Audit,Big4"
13299,",Editorial,Content Development,Content Management"
13300,
13301,
13302,
13303,
13304,",MS Dynamics 365,PowerApps,Sharepoint,CRM,Sharepoint Integration"
13305,",Statutory Audit,Audit,CA,GAAP,IFRS"
13306,",Audit,Statutory Audit,CA,Big4"
13307,",Construction Operations,Planning"
13308,",Statutory Audit,Audit,CA,Compliance"
13309,",Statutory Audit,Audit,CA"
13310,",Audit,Statutory Audit,CA,Big4"
13311,",Consulting - TMT,Strategy Consulting,Corporate Strategy,M&A"
13312,",CA,Financial Research,Financial Consulting,Valuation,Financial Analysis,Due Diligence"
13313,",Taxation,Direct Tax,CA"
13314,",Direct Tax,Taxation"
13315,",Audit,Statutory Audit,Big4,GAAP,IFRS,CA"
13316,",CA,Big4,Statutory Audit,Audit"
13317,",CA,Financial Research,Financial Consulting,Valuation,Financial Analysis,Due Diligence"
13318,",Financial Control,CA,Investment Banking,Legal Entity Control"
13319,",Market Research,Consumer Insights"
13320,",Venture Capital,Marketing,Startup,eCommerce,Due Diligence,Private Equity"
13321,
13322,
13323,
13324,
13325,
13326,
13327,",KYC,Compliance,Fraud Analysis,Due Diligence,AML,Risk Management"
13328,",Customer Service,Strong Interpersonal Skills,Trading,Risk Management,Brokerage,Operations"
13329,
13330,
13331,
13332,
13333,
13334,
13335,
13336,
