course_title/users,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh
JavaScript from Beginner to Advanced,,,,,,,,,1,1,,0
WordPress Theme Academy with Bootstrap,,,,,,,,,,1,,1
Building a eCommerce Startup in 4 Hours [Livestream],,,0,1,,,0,,,,0,
Responsive PHP Registration Form: From Scratch,,,,,,0,,,0,,,
A-Frame WebVR Programming Tutorial Series (Virtual Reality),,0,1,,1,,,,1,0,,
Learn Bootstrap And Make Responsive Websites,,,,,,,,,,,,0
HTML Web Development Crash Course,0,,1,,,,,,,,0,
Bootstrap Basics: Program Responsive Websites,,,,,1,,,,,,,
Projects with JSON and APIs,,,,,,,,,1,,,
Web Design HTML CSS How to Create a Website from Scratch,,,,,,,,,,,,1
"Create Complete Sign up System using PHP, jQuery and Ajax",1,,,,,0,,1,1,,,
Adobe Flash for Beginners - Build Flash Website From Scratch,,,,,,,,,,,0,
Learn Complete WordPress for Building a Professional Sites,,,,,,,0,,,,,
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,,,,,,,1,,,,1,
Bootstrap Essential Training - Create Your Very Own Website,,,1,,,,,1,1,,,
Angular 2 Jump Start With Typescript,0,,,,,,0,,,,1,
Learn Plugin Development in WordPress By Building  Projects,,,,,,0,,,,,1,
"Build Your Startup with No Coding (Design, Develop & Ship)",,,,,,,,,,,,
The Web Developers Guide: Learn HTML & CSS Fundamentals,,,,,,,,1,,,,
Learn PHP Programming for Absolute Beginners - Lite,,,,,,,,1,1,,1,
Learn Drupal 8 - With a Live Project,,,,,,,0,,,,,
Supreme NodeJS Course - For Beginners,,,,1,,,,0,,,,
CSS3 for beginners,,,1,,,,,,,,,
Javascript for beginners,1,,,,,,0,,,,1,
Become a Bootstrap Expert: Build 20 Layouts!,,0,,,,,0,,,1,0,1
PHP : Learn to upload files to Amazon S3 and use CloudFront,,,,,,1,,,,0,1,0
PHP MySQL: Learn PHP MySQL with Project,,,,0,0,,,,,,,
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,,,,,0,,0,,,,0,
Projects in Django and Python,,,,,,,,,,,,
"Create, Update and Manage Your Own Website Using Drupal 7",,,1,0,,,,0,,,,
Learn HTML - The programming language to build a webpage!,,,,,,,,1,,,1,
Learn To Program JavaScript (in ten easy steps),0,,,,,,,,,,,
Bootstrap :basics for beginners,,,,,,,,1,,,,
Introduction to CSS Development,,,,1,1,,,,,,,
PHP :basics for beginners,,0,,,,,,,,,,0
Beginning Oracle WebLogic for Administrators,,,,,,,,,,,,
Build an HTML5 and CSS3 Website in 35 Minutes,,,0,,,,,1,,,,
Angular 2 Routing: Up And Running,1,,,,,,,,1,,,
Advanced Prezi: Make Amazing Presentations ,,,,,1,,,,,,1,
1 hour jQuery,,0,,1,,,,1,,0,,
The WpFASTER WordPress Speed Optimization Master Course,,,,,,,0,,1,,0,
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,1,,1,,,,,,,,,
Build Apps with ReactJS: The Complete Course,,,,,,,1,,,,,
Learn SASS: from beginner to expert,,,0,,1,,,,,,,
The complete HTML5 course,,,,,,,,,,,,
Create a Responsive Website with Bootstrap 3,,,,,0,0,0,0,,,,
Lerning PHP by building website,,,,0,,,0,,,,,0
Learn PHP Object Oriented Features with Simple Examples,,0,,,1,1,,0,,1,,
Crash Course - Learn to Create a PHP MVC Framework,,0,1,,,,,,,,1,
JSON :basics for beginners,,0,0,,0,,,,0,,,
CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,1,1,1,,,,,,,,0,
Complete Guide to Front-End Web Development and Design,0,,1,,,0,,,,,,1
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",,,,1,,1,,,,,0,
Javascript for Beginners,0,,0,0,,,,0,0,,,1
MongooseJS Essentials - Learn MongoDB for Node.js,1,,,,,,0,,0,,,
Regular Expressions for Beginners - Universal,1,,0,,,,,,,,0,
Learn Redis from Scratch,,,,,,,0,,,1,,
WordPress Plugin Development -> Deep dive discovery!,,1,,,,,,,1,1,,
Learn Ajax and jquery with PHP,,,,,,0,,,,,,
Create a business website with WordPress,,,,0,,,0,1,,,,
DesktopServer : Install WordPress Locally  - Work Anywhere!,,,,,1,,1,,1,,0,
Understand PHP Arrays and HTTP Request in a Better Way,,,,1,1,,1,,,0,1,
Mastering CSS,,,,,,0,,,,,,
The Complete Wordpress Theme Development Guide,,,,,,,0,,,,,
The Complete HMTL5 Course - Go From Beginner To Advanced!,1,,,,,,,,,,0,
Learn Jquery from Scratch 2-Hour Training ,,,,,,,,,0,,,0
How to Create a Wordpress Website from Scratch - No Coding,,,,,,,,,,,,0
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,,1,0,,,0,,0,0,,1,
The Complete Guide to JavaScript Development,,,,,0,0,,,,,,
Basic HTML CSS and Web Design,,,0,,,,,,,,1,
Build Professional WordPress Website,,,0,,,,0,,,,,
Ultimate CSS3 Course - From Beginners To Professional,,,,,,,,,,,0,0
Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,,1,1,,0,,,,,,,1
Learn by Example : ReactJS,,1,,,,,0,,,0,,
React.js Quickly: Developing Scalable Web User Interfaces,,0,,,,,1,,,1,,
JavaScript - Tricks and Workarounds,,,,,,,,,0,,1,
Kids Coding - Beginner HTML,,,,,,,,,,,,
Learn PHP from scratch!!,,,,,,,,,,,0,
PHP with PDO - ULTIMATE Crash Course,,0,,1,1,,1,,,,,
JavaScript for beginners with live examples,,,,1,,0,,,1,,,
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,,,,,,,,,,,,
Laravel(5.2) PHP Framework  Jump Start for beginners,,,,,,,1,,,,,1
Professional WordPress Theme Development For 2017,,,,,,,,,,,,
Learn Laravel PHP Framework Building Multi User SEO Blog APP,1,,1,,,0,,,,,,
Javascript Specialist,1,,1,,,,,,,,,
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,,,0,,0,,,,,,,1
JavaScript Intro to learning JavaScript web programming,,,,,0,,,,,,,
Crash Course: Fundamentals Of HTML & CSS From Scratch.,,,,,,,,,,,0,
"Laravel, the complete guide with real world projects",,,,,,,0,,,,,
VueJS V1 Introduction to VueJS JavaScript Framework,,,,,0,,,,,,,1
HTML CSS: Essential steps to learn HTML CSS,0,,,,0,,,0,,,,
Learn HTML 5 in 1 hour,,0,,,,,,,,0,,
Learn Html5 & CSS3 from scratch,,,0,,,,,,,,,
Responsive Web Design: Made Easy,,,,,,,,,,,,0
Parse Server: From Front End to Full Stack,,,,,,,,0,,,,
Codeigniter: How to use Codeigniter that drives knowledge,,,,,,,1,,,,,
jQuery for Beginners - Create Website Animations Easily,0,,,,,,,,,,,
How to Build Chat Bots: From Beginner to Intermediate,0,,,,,,,,,0,,
Web Development with BootStrap - 16 Instant Themes Included!,,,,,,,,,,,,
Install a Wordpress Theme the Correct Way & Charge Others,,1,,,,,0,,,,,
Coding for Entrepreneurs Basic,1,0,,,,,,,,0,,
The CSS and CSS3 Crash Course,,1,,,0,,,,,,0,
Build a Business or Personal Website Using Wordpress,,,,0,,0,1,0,,,,1
Learn By Example: PHP For Dynamic Websites,,,,,,,,,,,,
Learn ReactJS: Code Like A Facebook Developer,,0,0,1,,,,,,0,1,
Learn to Build Web Apps using D3JS,,1,1,,,,,,,,,
How to create awesome website and e-commerce in 1 hour,,,1,,,,,,,,,
Joomla for Beginners - Learn how to build a website with CMS,,,,,,,,,,0,,
Learning Drupal 8,1,,,,,,0,,,,1,1
Learn How To Build a Web Application Without Coding,1,,,,,,,,1,,1,
Rock Solid Wordpress Security - Secure Web Development,,1,,,,,,,,,,
Mastering JavaScript,,,,,,,1,,,1,,
PHP Laravel 5:Creating a CRUD application,,,,0,,,,,1,,,0
XQUERY :basics for beginners,,,,,,,,1,,,1,
PHP Development with the Laravel Framework,,0,,1,,,,,,,,0
WordPress Development - Themes and Plugins Complete Guide,,0,,,,,0,,,,,
Basic JavaScript: Build 4 Basic JavaScript Projects,,,,,,,,0,,,,
HTML and CSS for Beginning Web Developers,,,,,,,,,,1,,0
Popular JavaScript Framework:Learn The Language Of Angular 2,,,,,,,,,,,,
The Ultimate Guide to the Best WordPress Plugins Part 1,,,,,,,0,,0,,0,
XSLT :basics for beginners,,,0,,1,,,,,1,,
The Complete Wordpress Plugin Development Course - 8 Plugins,,,,,0,0,,,,,,
JSON Crash Course for Beginners,,,,,,,,,0,,,
You can create Incredible Websites with HTML CSS learn how,1,,1,,,0,1,,0,,,
JavaScript Tricks how to create code projects from scratch,,,1,,1,,,,,,,
The Sass Course! Learn Sass for Real-World Websites,,,,0,,1,,,0,,,
Web Design How to Create a Website HTML CSS Bootstrap,1,,,,,,,,,,0,
Master Angular 4 by Example - Build 7 Awesome Apps!,0,,0,,,,,,,,,
Create A Custom Responsive WordPress Website For A Client,,,,,,0,,,,,1,
Mastering HTML5 Programming - The Easier Way,,,,,,,,0,,,,
How to Launch Your Own Website Builder Service,,,,,1,,,,,,,0
Getting Started with HTML,1,,,,0,,,,,,,1
Spring Framework 4 (Java Enterprise JEE) with AngularJS,,,,,,,,,,,,
Build A Weather App With Ajax Using Open Weather Map API,,,1,,,,,,,,,
Essentials of JavaScript Practice Coding Exercises Tips,,,,,,,,1,1,,,
Learn and Earn with HTML & CSS,0,,1,,0,,0,,,0,,
Get started Creating Websites Everything you need provided,,1,,,,1,1,,1,,,
JavaScript in Action JavaScript Projects,1,,1,,0,,,,1,,,
Modern Web Development with Laravel 5.2 (PHP Framework),,0,0,,,,,,1,,,
Programming for Entrepreneurs - JavaScript,0,,,,,1,,1,,,,
Create a Website from Scratch using HTML CSS step by step,,,,,1,,,0,1,,,
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,,,,1,,0,,,,,1,1
Learn jQuery by Example Course,,,,0,,,,1,,,0,
Bootstrap 4 Theme Development Masterclass,,,,,0,0,,,,,0,
Wordpress Theme Development for Beginners,0,,,,,,,,,,,
Web Design Creating websites from scratch,,,,,,,,0,,0,,
HTML Learning the Basics Intro to HTML website coding,,,,,,,,,,,,
Learn how to use Javascript Components with PHP and Symfony,,,,0,,,,,,,,
So you think you know JavaScript?,,,,,,,,0,,,,
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,,,,1,,,,,,1,,
Learn jQuery: An In-depth Course For Beginners,1,0,,,,,,,,,1,
JavaScript for Beginning Web Developers,,,,,,,,,,,,
JQuery Create Overlay Popups from scratch using Jquery,1,,,,,,,,,,,0
Vue JS 2: From Beginner to Professional,,0,,,,,0,,,0,,
Ultimate AngularJS: Build a Real-World App from Scratch,,,,,,,,0,,,,
Wordpress Site Migration,,,,,1,,,,1,0,,0
introduction to HTML Course,0,,,,,0,0,,,,,
Create Single Page Website using Twitter Bootstrap 3,,1,,,,,,0,,,,
The All-In-One Web Development Course,,,1,,,,,,,,,
Code a Responsive Website Using HTML5 and CSS for Beginners,0,0,1,,,0,1,0,,,,
AngularJS for the Real World - Learn by creating a WebApp,,,,,,0,,,0,,,0
Wordpress Tutorial   ,,,,,,,,,,,,
Create a REAL Social Network like Facebook in PHP + MySQL,,,,,0,,,,,,,1
Advanced Node.js Development,,,,1,,,,,1,,,
ASP.NET MVC 5 Project - Facebook Clone,,,,1,0,0,,,,,0,
Bootstrap For Beginners: A  Basic Introduction,,,,,,,,1,,,,
jQuery for Beginners,,,,,,,,,,,0,
JavaScript Basics For Web Developers,0,,,,,,,,,,,
Learn PHP from Scratch,0,,,,,,,,,,,
Learn Express,,,0,1,,,0,,,,,
"Build A Web App with VueJS, Spring Framework and MongoDB",,,,1,,1,,,1,,,
Zend Framework 2: Learn the PHP framework ZF2 from scratch,1,1,,,,,,,,,0,
Improved SEO with Rich Snippets and MicroData,,,,,,,0,0,0,,,
X theme for WordPress: Responsive web design without code!,,,0,,,,1,,,,,1
Become a HTML and CSS Developer - Build a Responsive Site,,,,1,,,,,0,,,
How to Make a Wordpress Website 2017,,,,,,0,,,,,,
Install Wordpress,,,0,,,,0,,,,1,
CSS Specialist: Comprehensive CSS Training,,,1,,,1,,,,,,
Introduction to Laravel 4,1,,1,,,,,1,,1,,
Introduction to Elm,,0,,,,,,,,,1,
Learn to Freelance with People Per hour  (URDU),,,,,,,,,1,,0,
Learn Wordpress 4 from Scratch : Create Awesome Websites,,,,,0,,,,,,,
Amazon Alexa Development: From Beginner to Intermediate,,,,,,,,0,,,,
The Build a SAAS App with Flask Course,1,,,,,,,,,,,
Learn JSON with JavaScript Objects and APIs in 1 hour,,,,,,,1,,,,,
1 Hour JavaScript,,,1,0,,1,,1,,,0,
Building An E-Commerce Store Using Java Spring Framework,,,,,,,,,1,,,
Typescript Masterclass & FREE E-Book,1,1,,,,,,,,,,
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,,,,,,1,,,,,1,
JavaScript - Become Higly Paid Front End Developer,,,,1,,,,,,0,,0
Object Oriented Programming (OOP) in PHP - Build An OOP Site,,,,,,1,,1,,,1,
Beginners Introduction to Web Development,,,,,,,,,,,,
Django + AngularJS for a Powerful Web Application,1,,,,,,,1,0,,,
WordPress Academy: Learn WordPress step by step,,,0,,,,,,,,,
Web Development Essential Skills - Complete HTML and CSS,,,0,,,,,0,,,,
Byte-Sized-Chunks: Closures in Javascript,,0,,,,,,,0,0,,
Laravel Account Activation Project,0,,0,,,,,1,,,,
WordPress: Create an Amazing Website With Ease,,,0,,1,1,,,,,,
Mastering the Google Chrome Developer Tools,,,,,,1,,,,,,
Kali Linux Web App Testing,,,,,,,,,,,,
Learn Ruby Programming The Easy Way - Lite,1,,1,,,,,,,,,0
"Web Scraping with Python, Ruby & import. io",,,,1,0,0,,,,,1,
Sending email with PHP: from Basic to Advanced,1,,0,,,,,,,0,,
WordPress 2016 for Beginners : Build awesome websites!,0,0,,,1,,,0,,,,
Learn to make websites with Google's Material Design Lite,,1,,0,1,,1,,,,,
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,,,,,,,,,,,,
Complete Python Web Course: Build 8 Python Web Apps,,,,,0,,,1,,,,
Web Design for Beginners: Real World Coding in HTML & CSS,,,1,,,,,,1,,,0
Ethereum Developer: Build A Decentralised Blockchain App,,,,,1,,1,,,1,,
The Complete Web Development Course -  Build 15 Projects,,,1,0,,,,,,,,
Angular 2 + Rails 5 Bootcamp,,,1,0,,,,,1,,,0
Javascript - From Beginner to Pro-Build real world JS apps,,,,,,,,,,1,,
Redux in Angular (2 and 4+),0,0,,,0,,0,,1,,,0
The complete JavaScript developer: MEAN stack zero-to-hero,,,0,,,,,,1,,,
Running a Web Development Business: The Complete Guide,1,,,,0,0,0,,,,,
Projects In JavaScript & JQuery,,,,,1,,,,,,,
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,,,,,,,,,,,,
"Full stack Universal React with Redux, Node js and MongoDB",,,,,0,,,,,,,
Creating an MP3 Player with HTML5,,,,1,,,,,,1,,1
Be a Bootstrap Developer from scratch,,,,,,,,,,,,
Create Your First Wordpress Site in Under an Hour,,,,,0,,,,,,,
Learn Coding as RF or Telecom Engineer - Build Real Program,,,,1,,,,,,,0,
Creating FaceBook Design Using Bootstrap - Handson Project,,0,,,1,0,,,,1,,
Building HTML5 Canvas projects from scratch,,,1,,,0,,,,,,
Learn How To Become a Web Developer From Scratch,,,,,,,1,1,,,,
"Earn Big Profits With Web Development, Simple and Easy!",,,,,0,,0,,0,,,
BDD with Ruby on Rails using RSpec 3 and Capybara,,,1,,,,,,,,,
Learn By Example: jQuery,,0,,,,,,,,,1,
Professional Python Web Development Using Flask,,,,,,,,1,,,,1
JavaScript HTML CSS Project make a Quiz Tutorial,,,,,,,,0,,,,0
Voiceover Audio Secrets - Your Way to Top Audio Quality,,,0,1,,,,1,,,,
jQuery UI In Depth,,,,,,,,,,,,1
Codeless Website Development with Adobe Muse,1,1,,,0,,,1,,,,
Learn To Build A Google Map App Using Angular 2,,,,,,,,,1,,,
Learn Reactivex From Ground Up,,,,1,,,,,,,0,
Learn HTML in 59 Minutes - Your intro to front-end dev,,,,,,,,,,,,
WordPress Theme Customization 101 (for beginners),,,,,,,,0,,,,0
Supercharging Development With Atom Text Editor,,1,,0,,1,,,1,,,
Master WCF 4.0 From Scratch Using C#,,,,,1,,,,,,,
Drupal 7 for Beginners,,0,0,,,,,,,,,
Critical Web Dev Skills & Tools for the Non-Tech Hustler,,,,,1,1,,,,,,
Install WordPress on Computer using XAMPP,,,,0,,,,,0,,,
Java Web Services Part 2,,,,,,1,,0,,0,,
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,,,0,1,,,,,1,,,
Learn To Create WordPress Themes By Building 10 Projects,,,,1,,,,,,0,,
The Complete NodeJS Course: Build a Full Business Rating App,,1,0,,,,,,,,1,
Master the MEAN Stack - Learn By Example,,,,,,,1,0,,,,
First Web Application with Spring Boot,0,,,,,,,,0,,,
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,,,1,,,,1,1,,1,,
Backbone Tutorial: Learn Backbonejs from Scratch,,,1,0,,,,,,,,
AngularJS Custom Directives with Dan Wahlin,,,0,0,,,,,,0,,
Angular 2+ with Typescript - Essential Training,,,0,,,,,,,,,
Learn Angular 2 from Beginner to Advanced,,,,,,0,,0,,,,
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,,,,,0,,,,0,,,0
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,1,,,,,0,1,,,,0,
Learning Docker and Kubernetes by Lab,,,,,0,,1,,,,0,
Projects in ExpressJS - Learn ExpressJs building 10 projects,,,1,,,,,,,,,
PHP For Beginners : Learn PHP From Scratch!,,0,1,,,,,,,,,
Bootstrap 4.0 New Features: Build Responsive Website,,,0,,,,,,,0,,
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,0,,,,,,,,,0,,0
Professional RESTful API Design using Python Flask,,,1,,,,,0,1,,,
HTML5 APIs For JavaScript - A Course For Web Developers ,,1,,,,,,,1,,,
Learn Python Django - A Hands-On Course,,,,,,,,,,,,
Comprehensive JavaScript Programming,0,,,,,,,0,,,1,
Security for your WordPress site,,1,,,,,,,,,,
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,,0,,,,,,,,0,1,0
Accelerated ES6 JavaScript Training,,,,,,0,,,0,0,,
AWS Serverless APIs & Apps - A Complete Introduction,0,,1,,,,,,,1,,
Python and Django Full Stack Web Developer Bootcamp,,,1,,,,,,0,,,
The Complete Elixir and Phoenix Bootcamp,0,,0,,,,,,,,,
Build a Real-world App with ASP.NET Core and Angular 2 (4+),,,0,,,,0,,0,,,
REST APIs with Flask and Python,,,0,,,0,,,0,,1,
Angular 4 (formerly Angular 2) - The Complete Guide,,,,,,,1,,0,,,
Build Websites from Scratch with HTML & CSS,0,,,0,,,,,,1,1,
PHP for Beginners -Become a PHP Master - Project Included,1,,1,,,,,,,1,,0
The Professional Ruby on Rails Developer,0,,,,,1,,0,0,,,
The Complete Ruby on Rails Developer Course,0,,,,,,,,,,0,0
Docker Technologies for DevOps and Developers,,,,1,0,,,,,,1,
JavaScript programming: JavaScript for beginners,,,,,,,1,,1,,,
JSON in Action: Build JSON-Based Applications,,,1,0,,,,,,1,1,
Learn Ruby Programming The Easy Way,,,,,,,,,0,0,,0
Learn OAuth 2.0 - Get started as an API Security Expert,0,,,,,,,,,,,
AngularJS For .Net Developers From Scratch,,,0,,,,0,,,,,
"Jekyll: make fast, secure static sites and blogs with Jekyll",,,,,,,,,,,,1
HTML and CSS BootCamp for Beginners,,,,,,,,,,0,,1
Hosting Django: Amazon Web Services (AWS) Fundamentals,,,1,,1,,,,0,,1,0
Angular Advanced MasterClass & FREE E-Book,,,,1,,,,,,,,
Learn Responsive Web Development from Scratch,,,,,1,0,,,,,,
Build WordPress Plugin to extend Beaver Builder,,,,,,,,,0,0,,0
Coding Made Easy: A Beginners Guide To JavaScript,,0,,,1,1,,1,,,,
The Complete Developers Guide to MongoDB,0,,,,,,,,1,,,
Electron for Desktop Apps: The Complete Developer's Guide,0,,1,1,1,,,,,,,
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),,,0,,,0,,0,,,1,
"React JS, Angular & Vue JS - Quickstart & Comparison",,,1,0,,,,,,,,0
The Complete JavaScript Course: Build a Real-World Project,0,1,,,,,,,0,,1,
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,,,,,0,1,,,,,,
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,,,,,,,,0,,,1,
Meteor and React for Realtime Apps,0,,,,,0,,,,,1,
The Web Developer Bootcamp,,1,,,1,,,0,,,,
AngularJS JumpStart with Dan Wahlin,,,0,1,,,1,,,0,0,1
The Complete Web Developer Course 2.0,,,1,,,0,,,1,,,1
Ultimate Web Designer & Developer Course: Build 23 Projects!,,0,,,1,1,,,,,,
ExpressJS Fundamentals,,,,,,1,1,,,0,,
REST WCF Service in ASP.NET,,,,1,,,,,,,,
Projects in Node.js - Learn by Example,,,,,,,1,,,,,
Building Data Visualizations with D3 and Angular 2,,,,1,,,,1,,,,1
Learn Object Oriented PHP By Building a Complete Website,0,,0,,,,,,,,,1
Web Programming Course : Asp.Net MVC,,,,,1,,,,,1,,1
Learn Spring Framework Practically - Hands On Recipies,,,1,,,,,,,,,
One-stop Ruby on Rails: Build Web Applications from Scratch,,,1,0,,,,,1,,,
Learn what's new in PHP 7,0,1,,,,1,,,,,0,
Dive Into Docker: The Docker Course for Developers,0,,,,1,,,,,,,
"Basic Concepts of Web Development, HTTP and Java Servlets",,1,,,1,1,,,,,,
The Most Comprehensive Web Development Course,,,,,0,,1,,0,,,1
Learn and Understand AngularJS,0,,,,,0,,,1,,,0
JavaScript: Understanding the Weird Parts,1,,,,,0,,,,,,
Webpack 2: The Complete Developer's Guide,,1,0,,,,,,,,0,
Build Responsive Real World Websites with HTML5 and CSS3,1,,,,,1,,,,,,0
ES6 Javascript: The Complete Developer's Guide,,,,,,,0,,1,,,1
Learn and Understand NodeJS,,,,,,,,0,,,1,
Understanding TypeScript,,,,,,,,,,,,0
Advanced React and Redux,0,,0,,1,,,,0,1,,
Modern React with Redux,,0,,,0,,0,,,1,,
Angular Styling & Animations (for Angular 2 and Angular 4),1,,0,,0,,,,,1,,
The Complete ASP.NET MVC 5 Course,,1,,1,,,,,0,,,1
GraphQL with React: The Complete Developers Guide,0,,,1,1,,,,0,,,
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",1,1,,,,,,,0,,,
WordPress in under an hour - Create/manage your own website!,,,,,,,,,,,1,
Twitter Bootstrap 2 for Beginners,1,,,,,,,,1,,,
Bootstrap Tutorial - Essentials From Basic to Advanced,,1,,,,,1,,,,1,
Create an Engaging Website with Twitter Bootstrap 2.x,,,,,,1,,,,,1,1
Javascript :basics for beginners,,0,,,,,0,,,,,
CSS Tutorial For Beginners: Style Your Wordpress Templates,,,,,1,,,,,,,
HTML5 And CSS3 - Build Modern Responsive Websites,,,1,,,1,,,0,,,
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,1,,0,,,,,,1,,,
Web Development: Make A Website That Will Sell For Thousands,,1,,,1,,,,,1,,
WordPress Basics to Business: Share and Sell your Expertise,,,,,,,,,,,0,
PHP Zend Framework 2:Creating a CRUD Application,0,,,1,,,,,,,,
JavaScript Fundamentals,0,,,1,0,1,,,,,,
Building a Website With Jekyll,0,,,,,,,,0,,,
Big Data and Apache Hadoop for Developers - Fundamentals,1,,,,,,,,,,1,
Wordpress Development : Create a Custom Wordpress Website,,,,,,0,,,0,1,,1
How to Make a Wordpress Website 2017,,,,0,,,,0,,,,
RESTful Services with ASP.NET Web API,0,,,,,,,,,,,
Web Hosting Fundamentals,,,,1,,,,,,,1,
Learning Path: React: Make Stunning React Websites,0,0,,1,,,,,,,,
Administering Microsoft SQL Server 2012 Databases - 70-462,,1,,,,0,,,,,,
PHP CodeIgniter:CRUD concepts in MVC,,,,,,0,,,1,,0,
Adobe Experience Manager CMS Basics,1,,,,,0,,0,,,,
Introduction to Frontend Web Development For  Beginners,,,1,,0,1,1,,1,,,1
PHP: Complete Login and Registration System with PHP & MYSQL,,,,,,,1,,1,,,
JavaScript Complete Guide to learning JavaScript,,0,,0,1,,,,0,,,
Advanced Scalable Python Web Development Using Flask,,,0,,,,,,0,,1,
jQuery for Absolute Beginners - Lite,,,,,,,,,,,0,
HTML Complete Course - Beginner to Expert,,,,,0,,,,,0,,
Cross-Platform Development with ASP.NET Core 1.0 MVC,,,,,1,,,0,,1,,
Build a Photo Blog with Ruby on Rails,,,,,0,,,,0,,,0
Practical PHP: Master the Basics and Code Dynamic Websites,,,,0,1,,0,1,,,,0
Sass Workflow,,,,,,,,,,,,
Learn PHP Fundamentals From Scratch,,,,,,0,,,,,,
XML For Absolute Beginners: Learn to create your own tags,,0,,,,,,,0,,,
Joomla: Create a Joomla Website This Weekend With NO CODING!,,0,0,,1,,,,,,,
JavaScript for beginners - A Complete Guide,,,,,,0,,,0,,1,
Laravel Deployment - Launch your Laravel Application Online,,,,,,,,,1,,,1
WordPress Development Crash Course: From Zero To Hero,,,0,,0,,,,,,1,
Learn how to create a WordPress theme using Pinegrow,,0,,,,1,0,,,,,
Learn to Build Web Apps using Laravel Framework,,0,1,,,,,1,,,,
Flexbox: The complete guide,,,1,,,,0,,,,0,
How to Safely Copy and Move Your WordPress Website,,1,1,,,1,,,,,,1
AngularJs :basics for beginners,,,1,,,,,,,,,1
JSON For Beginners: A Very Basic Introduction,,,0,1,,1,,,1,1,,0
Learn SASS and improve your CSS,,,,0,,,,,0,,,0
Angular Tutorial For Beginners,,,1,,,0,0,,,,,
HTML and CSS for Absolute Beginners,,,,0,,,1,0,,1,,
"JavaScript, jQuery and Ajax",,,,,,,,,,1,,
Laravel Blog Development Starter,,,,,,,,,,,,
React: Learn ReactJS Fundamentals for Front-End Developers,,,,0,,,,,,,,
JavaScript For Absolute Beginners - Level Two,,,,,,,0,,,,,1
How To Create A Real Estate Website With Wordpress 2017,,,,,,,,,,,,
The Complete HTML5 and CSS3 Course - with 8 Websites Design,,,,,,,0,1,,,,1
Introduction to Modern Programming with PHP,0,,,,,,1,,,,,
HTML Introduction Course: Learn HTML in 2 hours!!!,,0,,0,,,,,,,,
Learn HTML & CSS: How To Start Your Web Development Career,,,,0,,,,0,0,,,1
React vs Angular vs Vue.js by Example,,,,,,,,,,,,
Create WordPress Plugins,,1,1,,,,0,,,,1,
Build and Deploy a LAMP server on AWS,1,,,,0,,1,,,,,
Build your own Beautiful Blog in WordPress + SEO,,,,0,0,,,,,,1,
AngularJS Authentication: Secure Your App with Auth0,,,,,0,,,,,,,1
Learn Bootstrap 4 by Example,,,,,,,,,1,0,0,
Complete WooCommerce Plugin Tutorial For Wordpress 2017,,0,0,,,,,,,,,
How To Build And Make A Wordpress Website From Scratch 2017,,,,,,,,,,1,,
Docker for Developers - Newest Version 1.12 with Swarm Mode,0,0,,,,,,,,,0,
Angular Material - Quickstart,,,1,,,,,,,,,1
HTML and CSS for Beginners - Build a Website & Launch ONLINE,,,,,,,1,1,,,,1
"Core: A Web App Reference Guide for Django, Python, and More",,,,,,,,,,1,,
"JSON with Java APIs, jQuery and JSON REST Web Services",0,,,,,,,,,0,,
Bootstrap 4 Quick Start: Code Modern Responsive Websites,,,0,0,,,,,1,,,1
Learn Symfony 3 framework by practical examples,,,,,,0,,0,,0,,
"Complete Web Development with HTML, CSS and Javascript",,,0,,,,,,,,,1
Web Hosting Introduction: How to Publish Your Website Online,,0,,,,,,,1,,,
Django For Beginners,,,,,,0,,,,,,
Introduction to QGIS Python Programming,,,,0,,0,1,,,,,
Learning Object-Oriented JavaScript,,,,,,0,0,0,,,,
Bootstrap Tutorial for Beginners,1,,,,,,1,,0,,,
